id,village,rus_village,lat,lon,lang,aff,family,standard,default_level,dialect_toplevel,dialect_toplevel_cyr,dialect_nt1,dialect_nt1_cyr,dialect_nt2,dialect_nt2_cyr,dialect_nt3,dialect_nt3_cyr,village_dialect,gltc_lang,lang_col,aff_col,dataset_version
556,Rigakhoy,Ригахой,42.725755,46.034167,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Rigakhoy,chec1245,#996600,#996633,2024-09-19
557,Sakhani,Сахани,42.725931,45.22735,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Sakhani,chec1245,#996600,#996633,2024-09-19
558,Baskhoy,Басхой,42.726667,45.4225,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Baskhoy,chec1245,#996600,#996633,2024-09-19
559,Pezh-baskhoy,Пеж-басхой,42.726787,45.423122,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Pezh-baskhoy,chec1245,#996600,#996633,2024-09-19
560,Boturchu,Ботурчу,42.72694,45.54556,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Boturchu,chec1245,#996600,#996633,2024-09-19
561,Tunzhi-aul,Тунжи-аул,42.727656,46.048118,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Tunzhi-aul,chec1245,#996600,#996633,2024-09-19
562,Beki,Беки,42.7291,45.368891,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Beki,chec1245,#996600,#996633,2024-09-19
563,Tongakhoy,Тонгахой,42.729134,45.465145,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Tongakhoy,chec1245,#996600,#996633,2024-09-19
564,Itum-kali,Итум-кали,42.730833,45.571944,Chechen,Nakh,East Caucasian,NA,Chechen,Itum-Kali,Итум-калинский,Chanti,Чантинский,NA,NA,NA,NA,Itum-kali,chec1245,#996600,#996633,2024-09-19
565,Korichu,Коричу,42.73195,45.4,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Korichu,chec1245,#996600,#996633,2024-09-19
566,Shundi,Шунди,42.732778,45.358611,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Shundi,chec1245,#996600,#996633,2024-09-19
567,Shyunda,Шюнда,42.732778,45.358611,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Shyunda,chec1245,#996600,#996633,2024-09-19
568,Kay,Кай,42.7332,45.25552,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kay,chec1245,#996600,#996633,2024-09-19
569,Gezakh,Гезах,42.733611,45.441667,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Gezakh,chec1245,#996600,#996633,2024-09-19
570,Gezekhoy,Гезехой,42.733611,45.441667,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Gezekhoy,chec1245,#996600,#996633,2024-09-19
571,Tundukh,Тундух,42.734574,46.04,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,NA,NA,NA,NA,NA,NA,Tundukh,chec1245,#996600,#996633,2024-09-19
572,Ikil'chi,Икильчи,42.735345,45.212748,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ikil'chi,chec1245,#996600,#996633,2024-09-19
573,Ikharoy,Ихарой,42.735663,46.083421,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ikharoy,chec1245,#996600,#996633,2024-09-19
574,Erstakho,Эрстахо,42.736111,45.396389,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Erstakho,chec1245,#996600,#996633,2024-09-19
575,Erstakhoy,Эрстахой,42.736111,45.396389,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Erstakhoy,chec1245,#996600,#996633,2024-09-19
576,Obuzalaul,Обузалаул,42.736781,46.064346,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Obuzalaul,chec1245,#996600,#996633,2024-09-19
577,Nakhorusty,Нахорусты,42.736884,45.242665,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Nakhorusty,chec1245,#996600,#996633,2024-09-19
578,Cinchemekhi,Цинчемехи,42.737644,45.227823,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Cinchemekhi,chec1245,#996600,#996633,2024-09-19
579,Charydy,Чарыды,42.738027,45.904195,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Charydy,chec1245,#996600,#996633,2024-09-19
580,Baskho,Басхо,42.741171,45.547363,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Baskho,chec1245,#996600,#996633,2024-09-19
581,Benesty,Бенесты,42.741458,45.221111,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Benesty,chec1245,#996600,#996633,2024-09-19
582,Khildekharoy,Хилдехарой,42.748333,45.667778,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Khildekharoy,chec1245,#996600,#996633,2024-09-19
583,Terta,Терта,42.74854,45.19644,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Terta,chec1245,#996600,#996633,2024-09-19
584,Makazhoy,Макажой,42.749168,46.064999,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,Upper Cheberloy,Верхнечеберлоевский,NA,NA,NA,NA,Makazhoy,chec1245,#996600,#996633,2024-09-19
585,Kokadoy,Кокадой,42.749722,45.583889,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kokadoy,chec1245,#996600,#996633,2024-09-19
586,El'deporoy,Эльдепорой,42.75036,45.3921,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,El'deporoy,chec1245,#996600,#996633,2024-09-19
587,Khoy,Хой,42.750984,46.127223,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,NA,NA,NA,NA,NA,NA,Khoy,chec1245,#996600,#996633,2024-09-19
588,Alikhanaul,Алиханаул,42.751391,46.050726,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Alikhanaul,chec1245,#996600,#996633,2024-09-19
589,Charakhaul,Чарахаул,42.751768,46.05799,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Charakhaul,chec1245,#996600,#996633,2024-09-19
590,Meshi,Меши,42.752222,45.178611,Chechen,Nakh,East Caucasian,NA,Chechen,Melkhi,Мелхинский,NA,NA,NA,NA,NA,NA,Meshi,chec1245,#996600,#996633,2024-09-19
591,Bugaroy,Бугарой,42.754722,45.616667,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bugaroy,chec1245,#996600,#996633,2024-09-19
592,Ari-aul,Ари-аул,42.755433,46.027349,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ari-aul,chec1245,#996600,#996633,2024-09-19
593,Senakhoy,Сенахой,42.757193,45.410183,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Senakhoy,chec1245,#996600,#996633,2024-09-19
594,Nokhchi-keloy,Нохчи-келой,42.757485,45.93201,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,Day,Дайский,NA,NA,NA,NA,Nokhchi-keloy,chec1245,#996600,#996633,2024-09-19
595,Bavloy,Бавлой,42.7575,45.450833,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bavloy,chec1245,#996600,#996633,2024-09-19
596,Bauloy,Баулой,42.7575,45.450833,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bauloy,chec1245,#996600,#996633,2024-09-19
597,Kezenoy,Кезеной,42.758113,46.120906,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kezenoy,chec1245,#996600,#996633,2024-09-19
598,Zumsoy,Зумсой,42.758333,45.640278,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Zumsoy,chec1245,#996600,#996633,2024-09-19
599,Tukhoy,Тухой,42.759357,45.436405,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Tukhoy,chec1245,#996600,#996633,2024-09-19
600,Konzhukhoy,Конжухой,42.76104,45.591216,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Konzhukhoy,chec1245,#996600,#996633,2024-09-19
601,Dzhelashkhoy,Джелашхой,42.762717,45.401728,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Dzhelashkhoy,chec1245,#996600,#996633,2024-09-19
602,Kenakho,Кенахо,42.763056,45.357778,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kenakho,chec1245,#996600,#996633,2024-09-19
603,Dzheloshka,Джелошка,42.764119,46.062327,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Dzheloshka,chec1245,#996600,#996633,2024-09-19
604,Ezikho,Эзихо,42.766389,45.503611,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ezikho,chec1245,#996600,#996633,2024-09-19
605,Kuloy,Кулой,42.767584,45.956857,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kuloy,chec1245,#996600,#996633,2024-09-19
606,Oshni,Ошни,42.770556,45.378333,Chechen,Nakh,East Caucasian,NA,Chechen,Galanchozh,Галанчожский,NA,NA,NA,NA,NA,NA,Oshni,chec1245,#996600,#996633,2024-09-19
607,Idakh,Идах,42.771111,45.448333,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Idakh,chec1245,#996600,#996633,2024-09-19
608,Day,Дай,42.771944,45.854722,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,Day,Дайский,NA,NA,NA,NA,Day,chec1245,#996600,#996633,2024-09-19
609,Bosoy,Босой,42.776391,45.902043,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,NA,NA,NA,NA,NA,NA,Bosoy,chec1245,#996600,#996633,2024-09-19
610,Ushkaloy,Ушкалой,42.777778,45.611389,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ushkaloy,chec1245,#996600,#996633,2024-09-19
611,Celtakumoy,Целтакумой,42.780514,45.459004,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Celtakumoy,chec1245,#996600,#996633,2024-09-19
612,Chubakh-keneroy,Чубах-кенерой,42.781034,45.915814,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Chubakh-keneroy,chec1245,#996600,#996633,2024-09-19
613,Geshi,Геши,42.783688,45.317959,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Geshi,chec1245,#996600,#996633,2024-09-19
614,Mockaroy,Моцкарой,42.78464,45.38695,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Mockaroy,chec1245,#996600,#996633,2024-09-19
615,Achaloy,Ачалой,42.784786,45.971356,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,NA,NA,NA,NA,NA,NA,Achaloy,chec1245,#996600,#996633,2024-09-19
616,Pyetyeaul,Пыетыеаул,42.7862,46.006488,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Pyetyeaul,chec1245,#996600,#996633,2024-09-19
617,Tushikaul,Тушикаул,42.789305,46.018159,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Tushikaul,chec1245,#996600,#996633,2024-09-19
618,Gemoroy,Геморой,42.791802,45.30704,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Gemoroy,chec1245,#996600,#996633,2024-09-19
619,Meshteroy,Мештерой,42.791802,45.30704,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Meshteroy,chec1245,#996600,#996633,2024-09-19
620,Gukhoy,Гухой,42.791944,45.55,Chechen,Nakh,East Caucasian,NA,Chechen,Itum-Kali,Итум-калинский,Chinkhoy,Чинхойский,NA,NA,NA,NA,Gukhoy,chec1245,#996600,#996633,2024-09-19
621,Chokhoy,Чохой,42.79528,45.47041,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Chokhoy,chec1245,#996600,#996633,2024-09-19
622,Mamonaul,Мамонаул,42.795508,46.018485,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Mamonaul,chec1245,#996600,#996633,2024-09-19
623,Sanoy,Саной,42.796389,45.791111,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,Day,Дайский,NA,NA,NA,NA,Sanoy,chec1245,#996600,#996633,2024-09-19
624,Guchum-kali,Гучум-кали,42.796944,45.63,Chechen,Nakh,East Caucasian,NA,Chechen,Itum-Kali,Итум-калинский,NA,NA,NA,NA,NA,NA,Guchum-kali,chec1245,#996600,#996633,2024-09-19
625,Bekeyaul,Бекейаул,42.798395,45.975564,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bekeyaul,chec1245,#996600,#996633,2024-09-19
626,Nizhniy kiy,Нижний кий,42.8,45.266667,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Nizhniy kiy,chec1245,#996600,#996633,2024-09-19
627,Otta,Отта,42.80278,45.38437,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Otta,chec1245,#996600,#996633,2024-09-19
628,Chureymokhk,Чуреймохк,42.805749,45.950235,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Chureymokhk,chec1245,#996600,#996633,2024-09-19
629,Bashin-kali,Башин-кали,42.805843,45.619154,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bashin-kali,chec1245,#996600,#996633,2024-09-19
630,Arapoaul,Арапоаул,42.807979,45.971635,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Arapoaul,chec1245,#996600,#996633,2024-09-19
631,Verkhniy Kiy,Верхний кий,42.808056,45.2475,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Verkhniy Kiy,chec1245,#996600,#996633,2024-09-19
632,Verkhniy-bara,Верхний-бара,42.809444,45.42,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Verkhniy-bara,chec1245,#996600,#996633,2024-09-19
633,Tarsenaul,Тарсенаул,42.810232,46.031935,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Tarsenaul,chec1245,#996600,#996633,2024-09-19
634,Kurakhi,Курахи,42.811878,45.300976,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kurakhi,chec1245,#996600,#996633,2024-09-19
635,Sharo-argun,Шаро-аргун,42.812222,45.818056,Chechen,Nakh,East Caucasian,NA,Chechen,Cheberloy,Чеберлоевский,Day,Дайский,NA,NA,NA,NA,Sharo-argun,chec1245,#996600,#996633,2024-09-19
636,Nezheloy,Нежелой,42.813029,45.905298,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Nezheloy,chec1245,#996600,#996633,2024-09-19
637,Bushni,Бушни,42.81474,45.3854,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bushni,chec1245,#996600,#996633,2024-09-19
638,Mulkoy,Мулкой,42.815278,45.534167,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Mulkoy,chec1245,#996600,#996633,2024-09-19
639,Baginaul,Багинаул,42.816586,45.926653,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Baginaul,chec1245,#996600,#996633,2024-09-19
640,Bakinaul,Бакинаул,42.818714,45.930168,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bakinaul,chec1245,#996600,#996633,2024-09-19
641,Pariaul,Париаул,42.821457,46.024116,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Pariaul,chec1245,#996600,#996633,2024-09-19
642,Nikaroy,Никарой,42.822218,45.366323,Chechen,Nakh,East Caucasian,NA,Chechen,Galanchozh,Галанчожский,NA,NA,NA,NA,NA,NA,Nikaroy,chec1245,#996600,#996633,2024-09-19
643,Keymekhki,Кеймехки,42.8225,45.224167,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Keymekhki,chec1245,#996600,#996633,2024-09-19
644,Bogacheroy,Богачерой,42.824533,45.86431,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bogacheroy,chec1245,#996600,#996633,2024-09-19
645,Erdychi,Ердычи,42.830556,45.190278,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Erdychi,chec1245,#996600,#996633,2024-09-19
646,Tumsoy,Тумсой,42.833333,45.63,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Tumsoy,chec1245,#996600,#996633,2024-09-19
647,Gaziaul,Газиаул,42.833774,45.936593,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Gaziaul,chec1245,#996600,#996633,2024-09-19
648,Musolt-aul,Мусолт-аул,42.833849,45.772461,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Musolt-aul,chec1245,#996600,#996633,2024-09-19
649,Dzhubikaul,Джубикаул,42.834107,45.924044,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Dzhubikaul,chec1245,#996600,#996633,2024-09-19
650,Dekh-yiste,Дех-йисте,42.835555,45.731973000000004,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Dekh-yiste,chec1245,#996600,#996633,2024-09-19
651,Ochaki,Очаки,42.838889,45.322222,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ochaki,chec1245,#996600,#996633,2024-09-19
652,Khal-kiloy,Хал-килой,42.838889,45.818056,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Khal-kiloy,chec1245,#996600,#996633,2024-09-19
653,Khakhalgi,Хахалги,42.840278,45.155556,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Khakhalgi,chec1245,#996600,#996633,2024-09-19
654,Kozhvinchu,Кожвинчу,42.840278,45.223611,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kozhvinchu,chec1245,#996600,#996633,2024-09-19
655,Nikhaloy,Нихалой,42.840278,45.662778,Chechen,Nakh,East Caucasian,NA,Chechen,Itum-Kali,Итум-калинский,NA,NA,NA,NA,NA,NA,Nikhaloy,chec1245,#996600,#996633,2024-09-19
656,Satti,Сатти,42.840278,45.706111,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Satti,chec1245,#996600,#996633,2024-09-19
657,Aslanbek-sheripovo,Асланбек-шерипово,42.841637,45.754997,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Aslanbek-sheripovo,chec1245,#996600,#996633,2024-09-19
658,Muskali,Мускали,42.841914,45.736043,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Muskali,chec1245,#996600,#996633,2024-09-19
659,Urdyukhoy,Урдюхой,42.842357,45.702284,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Urdyukhoy,chec1245,#996600,#996633,2024-09-19
660,Borzoy,Борзой,42.8425,45.628056,Chechen,Nakh,East Caucasian,NA,Chechen,Itum-Kali,Итум-калинский,Chinkhoy,Чинхойский,NA,NA,NA,NA,Borzoy,chec1245,#996600,#996633,2024-09-19
661,Vyardy,Вярды,42.845041,45.690766000000004,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Vyardy,chec1245,#996600,#996633,2024-09-19
662,Zengali,Зенгали,42.845833,45.272222,Chechen,Nakh,East Caucasian,NA,Chechen,Galanchozh,Галанчожский,NA,NA,NA,NA,NA,NA,Zengali,chec1245,#996600,#996633,2024-09-19
663,Khay-khecaguni,Хай-хецагуни,42.847034,45.900792,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Khay-khecaguni,chec1245,#996600,#996633,2024-09-19
664,Bicy,Бицы,42.847648,45.277371,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bicy,chec1245,#996600,#996633,2024-09-19
665,Kerety,Кереты,42.84784,45.28642,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kerety,chec1245,#996600,#996633,2024-09-19
666,Ryadukhoy,Рядухой,42.850278,45.649444,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ryadukhoy,chec1245,#996600,#996633,2024-09-19
667,Yukerch-keloy,Юкерч-келой,42.851387,45.734965,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Yukerch-keloy,chec1245,#996600,#996633,2024-09-19
668,Leshkoroy,Лешкорой,42.8525,45.876389,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Leshkoroy,chec1245,#996600,#996633,2024-09-19
669,Peshkhoy,Пешхой,42.853158,45.480087,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Peshkhoy,chec1245,#996600,#996633,2024-09-19
670,Gorgachi,Горгачи,42.855068,45.666837,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Gorgachi,chec1245,#996600,#996633,2024-09-19
671,Gush-kert,Гуш-керт,42.85526,45.685567,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Gush-kert,chec1245,#996600,#996633,2024-09-19
672,Pamyatoy,Памятой,42.856111,45.693889,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Pamyatoy,chec1245,#996600,#996633,2024-09-19
673,Akka (Chechnya),Акка (Чечня),42.856944,45.240278000000004,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Akka (Chechnya),chec1245,#996600,#996633,2024-09-19
674,Chuush,Чууш,42.85702,45.3187,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Chuush,chec1245,#996600,#996633,2024-09-19
675,Vovga,Вовга,42.857222,45.238333,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Vovga,chec1245,#996600,#996633,2024-09-19
676,Bekum-kale,Бекум-кале,42.857429,45.714459,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Bekum-kale,chec1245,#996600,#996633,2024-09-19
677,Machi,Мачи,42.86143,45.30445,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Machi,chec1245,#996600,#996633,2024-09-19
678,Chikondi-pade,Чиконди-паде,42.86193,45.26158,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Chikondi-pade,chec1245,#996600,#996633,2024-09-19
679,Khiloy,Хилой,42.862804,45.41693,Chechen,Nakh,East Caucasian,NA,Chechen,Galanchozh,Галанчожский,NA,NA,NA,NA,NA,NA,Khiloy,chec1245,#996600,#996633,2024-09-19
680,Ami,Ами,42.869444,45.305556,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Ami,chec1245,#996600,#996633,2024-09-19
681,Vysokogornoe,Высокогорное,42.871377,45.617187,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Vysokogornoe,chec1245,#996600,#996633,2024-09-19
682,Shatoy,Шатой,42.871667,45.699167,Chechen,Nakh,East Caucasian,NA,Chechen,Itum-Kali,Итум-калинский,Shatoy,Шатойский,NA,NA,NA,NA,Shatoy,chec1245,#996600,#996633,2024-09-19
683,Kirbit,Кирбит,42.87523,45.31163,Chechen,Nakh,East Caucasian,NA,Chechen,NA,NA,NA,NA,NA,NA,NA,NA,Kirbit,chec1245,#996600,#996633,2024-09-19
