id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
116	Gotsatl Malyy	Гоцатль Малый	42.519444	46.882778	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Gotsatl Malyy	avar1256	#009999	#009999	2025-03-20
117	Gotsob	Гоцоб	42.58963	46.86901	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gotsob	avar1256	#009999	#009999	2025-03-20
118	Gochada	Гочада	42.272626	46.765272	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Lower Qaraq	нижне-карахский			Gochada	avar1256	#009999	#009999	2025-03-20
119	Gochob	Гочоб	42.2375	46.6642	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Upper Qaraq	верхне-карахский			Gochob	avar1256	#009999	#009999	2025-03-20
120	Göyəm	Гугам	41.6171	46.5986	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Göyəm	avar1256	#009999	#009999	2025-03-20
121	Qullar	Гуллар	41.7366	46.3867	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Balakən proper	собственно белоканский	Qullar	avar1256	#009999	#009999	2025-03-20
122	Guni	Гуни	43.0340276	46.6954166	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Guni	avar1256	#009999	#009999	2025-03-20
123	Guni (Dagestan)	Гуни (Дагестан)	43.0311	46.6992	Avar	Avar-Andic	East Caucasian		Avar									Guni (Dagestan)	avar1256	#009999	#009999	2025-03-20
124	Gunib	Гуниб	42.388232	46.962258	Avar	Avar-Andic	East Caucasian		Avar	Andalal	Андалальское	mixed	смеш.					Gunib	avar1256	#009999	#009999	2025-03-20
125	Gunukh	Гунух	42.2786308	46.7608397	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Lower Qaraq	нижне-карахский			Gunukh	avar1256	#009999	#009999	2025-03-20
126	Dagbash	Дагбаш	42.380347	46.351961	Avar	Avar-Andic	East Caucasian		Avar	Hid-Qeleb	Гидское	Daghbash	дагбашский					Dagbash	avar1256	#009999	#009999	2025-03-20
127	Dadulazda	Дадулазда	42.4189	46.80373	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Dadulazda	avar1256	#009999	#009999	2025-03-20
128	Danaçı	Даначи	41.5536	46.4233	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Danaçı	avar1256	#009999	#009999	2025-03-20
129	Danukh	Данух	42.84282	46.6275	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Danukh	avar1256	#009999	#009999	2025-03-20
130	Darada	Дарада	42.465606	46.936573	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kudali-Salta	кудали-салтинский					Darada	avar1256	#009999	#009999	2025-03-20
131	Dardoqqaz	Дардокказ	41.6094	46.555	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Dardoqqaz	avar1256	#009999	#009999	2025-03-20
132	Datuna	Датуна	42.47357	46.64364	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Datuna	avar1256	#009999	#009999	2025-03-20
133	Dzhalaturi	Джалатури	42.631847	46.567028	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Dzhalaturi	avar1256	#009999	#009999	2025-03-20
134	Doronub	Доронуб	42.124689	46.809427	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Tlesserukh	тлессерухский			Doronub	avar1256	#009999	#009999	2025-03-20
135	Dubki	Дубки	43.02116	46.83746	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Dubki	avar1256	#009999	#009999	2025-03-20
136	Durangi	Дуранги	42.63571	47.22366	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Durangi	avar1256	#009999	#009999	2025-03-20
137	Dusrakh	Дусрах	42.1275	46.8792	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Rissib	риссибский			Dusrakh	avar1256	#009999	#009999	2025-03-20
138	Dylym	Дылым	43.0685048	46.6382502	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Dylym	avar1256	#009999	#009999	2025-03-20
139	Zhazhada	Жажада	42.197157	46.424903	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Zhazhada	avar1256	#009999	#009999	2025-03-20
140	Zazilkala	Зазилькала	42.4094	46.8117	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Zazilkala	avar1256	#009999	#009999	2025-03-20
141	Zaib	Заиб	42.489364	46.707472	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Zaib	avar1256	#009999	#009999	2025-03-20
142	Zanata	Заната	42.485146	46.552771	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Baqluq	батлухский	Baqluq proper	собственно батлухский			Zanata	avar1256	#009999	#009999	2025-03-20
143	Zirani	Зирани	42.61797	46.94436	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Zirani	avar1256	#009999	#009999	2025-03-20
144	Ziurib	Зиуриб	42.4340856	46.7039393	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Ziurib	avar1256	#009999	#009999	2025-03-20
145	Zubutli-Miatli	Зубутли-Миатли	43.2068567	46.8222918	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Zubutli-Miatli	avar1256	#009999	#009999	2025-03-20
146	Ibragimotar	Ибрагимотар	43.564872	46.470956	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Buhnada	бухнадинский			Ibragimotar	avar1256	#009999	#009999	2025-03-20
147	Ivaylazda	Ивайлазда	42.42	46.79917	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Ivaylazda	avar1256	#009999	#009999	2025-03-20
148	Igali	Игали	42.7181	46.5811	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Igali	avar1256	#009999	#009999	2025-03-20
149	Izta	Изта	42.30889	46.35667	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Izta	avar1256	#009999	#009999	2025-03-20
150	Imanaliroso	Иманалиросо	42.8619399	46.6693801	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Imanaliroso	avar1256	#009999	#009999	2025-03-20
151	Ingerdakh	Ингердах	42.58926	46.398373	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Unqratl	ункратльский			Ingerdakh	avar1256	#009999	#009999	2025-03-20
152	Ingishi	Ингиши	42.77477	46.54264	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Ingishi	avar1256	#009999	#009999	2025-03-20
153	Inkvalita	Инквалита	42.69936	46.68833	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Inkvalita	avar1256	#009999	#009999	2025-03-20
154	Inchkha	Инчха	43.0965827	46.7647427	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Inchkha	avar1256	#009999	#009999	2025-03-20
155	Iputa	Ипута	42.47852	46.96592	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kudali-Salta	кудали-салтинский					Iputa	avar1256	#009999	#009999	2025-03-20
156	Irganay	Ирганай	42.649543	46.912048	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Irganay	avar1256	#009999	#009999	2025-03-20
157	Irib	Ириб	42.1606	46.8169	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Tlesserukh	тлессерухский			Irib	avar1256	#009999	#009999	2025-03-20
158	Ikha	Иха	43.0311633	46.6927301	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Ikha	avar1256	#009999	#009999	2025-03-20
159	Ichichali	Ичичали	42.732617	46.405263	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Ichichali	avar1256	#009999	#009999	2025-03-20
160	Ishtiburi	Иштибури	42.679149	46.702701	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Ishtiburi	avar1256	#009999	#009999	2025-03-20
161	Kabasida	Кабасида	42.205771	46.341334	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsuq	анцухский			Kabasida	avar1256	#009999	#009999	2025-03-20
162	Qabaqçöl	Кабахчоли	41.6995	46.2604	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Kabakhchol	кабахчольский	Qabaqçöl	avar1256	#009999	#009999	2025-03-20
163	Qasbinə	Казбина	41.6929	46.4429	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Balakən proper	собственно белоканский	Qasbinə	avar1256	#009999	#009999	2025-03-20
164	Qaysa	Кайса	41.7099	46.2354	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Kabakhchol	кабахчольский	Qaysa	avar1256	#009999	#009999	2025-03-20
165	Kalininaul	Калининаул	43.576933	46.483161	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Buhnada	бухнадинский			Kalininaul	avar1256	#009999	#009999	2025-03-20
166	Kamilukh	Камилух	41.90911	46.63101	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Tomur	томурский			Kamilukh	avar1256	#009999	#009999	2025-03-20
167	Karadakh	Карадах	42.471023	46.863724	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Baqluq	батлухский	Qoroda	кородинский			Karadakh	avar1256	#009999	#009999	2025-03-20
168	Karadla	Карадла	42.21059	46.29844	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsuq	анцухский			Karadla	avar1256	#009999	#009999	2025-03-20
169	Karanub	Карануб	42.12262	46.81777	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Tlesserukh	тлессерухский			Karanub	avar1256	#009999	#009999	2025-03-20
170	Kardib	Кардиб	42.111443	46.514655	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Buhnada	бухнадинский			Kardib	avar1256	#009999	#009999	2025-03-20
171	Katex	Катех	41.6525	46.5456	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Katekh	катехский	Katex	avar1256	#009999	#009999	2025-03-20
172	Katroso	Катросо	42.1898443	46.3278968	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsuq	анцухский			Katroso	avar1256	#009999	#009999	2025-03-20
173	Kakh	Ках	42.557664	46.790848	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Kakh	avar1256	#009999	#009999	2025-03-20
174	Kakhabroso	Кахабросо	42.73896	46.704697	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Kakhabroso	avar1256	#009999	#009999	2025-03-20
175	Kakhib	Кахиб	42.4272	46.5969	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Qahib	кахибский					Kakhib	avar1256	#009999	#009999	2025-03-20
176	Kakhikal	Кахикал	42.499065	46.874809	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Kakhikal	avar1256	#009999	#009999	2025-03-20
